Square Feet,Price,Zip,City,State,Street Address,Bedrooms,Bathrooms,URL,Image
1492,1370647,98052,Redmond,WA,11137 134th Ct,3,3,https://www.redfin.com/WA/Redmond/11137-98052/home/187383575,https://ssl.cdn-redfin.com/photo/595/islphoto/FE2/genIslnoResize.0681C5C22FE2_1.jpg
1562,799000,98052,Redmond,WA,16207 NE 90th Ct,2,2,https://www.redfin.com/WA/Redmond/16207-NE-90th-Ct-98052/home/54443,https://ssl.cdn-redfin.com/system_files/media/938077_JPG/genDesktopMapHomeCardUrl/item_1.jpg
1084,599000,98052,Redmond,WA,8653 Avondale Rd NE Unit D208,3,3,https://www.redfin.com/WA/Redmond/8653-Avondale-Rd-NE-98052/unit-D-208/home/191442138,https://ssl.cdn-redfin.com/photo/1/islphoto/760/genIslnoResize.2258760_0.jpg
506,375000,98052,Redmond,WA,7342 W Lake Sammamish Pkwy NE Unit 3204,1,1,https://www.redfin.com/WA/Redmond/7342-W-Lake-Sammamish-Pkwy-NE-98052/unit-3-204/home/72739,https://ssl.cdn-redfin.com/photo/1/islphoto/674/genIslnoResize.2246674_0.jpg
6602,5649000,98053,Redmond,WA,26530 NE 70th St,4,4,https://www.redfin.com/WA/Redmond/26530-NE-70th-St-98053/home/22680701,https://ssl.cdn-redfin.com/photo/1/islphoto/773/genIslnoResize.2256773_1.jpg
1900,1495000,98052,Redmond,WA,12031 Dave Rd,4,4,https://www.redfin.com/WA/Redmond/12031-Dave-Rd-98052/home/49779727,https://ssl.cdn-redfin.com/photo/1/islphoto/791/genIslnoResize.2251791_1.jpg
1499,1384984,98052,Redmond,WA,11143 HS 20 NE 112th Pl,3,3,https://www.redfin.com/WA/Redmond/11143-HS-20-NE-112th-Pl-98052/home/187872228,https://ssl.cdn-redfin.com/photo/1/islphoto/782/genIslnoResize.2169782_0.jpg
1499,1384984,98052,Redmond,WA,11143 134th Ct,3,3,https://www.redfin.com/WA/Redmond/11143-134th-Ct-NE-98052/home/187609240,https://ssl.cdn-redfin.com/photo/595/islphoto/E76/genIslnoResize.1F7924BEFE76_1.jpg
1000,1004995,98033,Kirkland,WA,10352 135th Cir NE,2,2,https://www.redfin.com/WA/Kirkland/10352-135th-Cir-NE-98033/home/191422629,https://ssl.cdn-redfin.com/photo/595/islphoto/86C/genIslnoResize.6CA341E3586C_1.jpg
2460,1295000,98052,Redmond,WA,10012 Redmond Woodinville Rd NE,5,5,https://www.redfin.com/WA/Redmond/10012-Redmond-Woodinville-Rd-NE-98052/home/323663,https://ssl.cdn-redfin.com/photo/1/islphoto/892/genIslnoResize.2248892_0.jpg
2916,1425000,98052,Redmond,WA,12708 167th Pl NE,3,3,https://www.redfin.com/WA/Redmond/12708-167th-Pl-NE-98052/home/450111,https://ssl.cdn-redfin.com/system_files/media/929088_JPG/genDesktopMapHomeCardUrl/item_82.jpg
2188,1406900,98052,Redmond,WA,Plan 4A Plan,4,4,https://www.redfin.com/WA/Redmond/Redmond/Plan-4A/home/190779980,https://ssl.cdn-redfin.com/photo/595/islphoto/7AF/genIslnoResize.3E3AA82707AF_0.jpg
3860,2700000,98052,Redmond,WA,17411 NE 39th Ct NE,5,5,https://www.redfin.com/WA/Redmond/17411-NE-39th-Ct-98052/home/2063799,https://ssl.cdn-redfin.com/photo/1/islphoto/013/genIslnoResize.2239013_0.jpg
1259,1248680,98052,Redmond,WA,Poppy Plan,2,2,https://www.redfin.com/WA/Redmond/Redmond/Poppy/home/190690100,https://ssl.cdn-redfin.com/photo/595/islphoto/54F/genIslnoResize.C20AC827054F_1.jpg
1150,3300000,98052,Redmond,WA,14324 Woodinville Redmond Rd NE,1,1,https://www.redfin.com/WA/Redmond/14324-Woodinville-Redmond-Rd-NE-98052/home/448762,https://ssl.cdn-redfin.com/photo/1/islphoto/155/genIslnoResize.2219155_1.jpg
1000,1009995,98033,Kirkland,WA,10310 135th Cir NE,2,2,https://www.redfin.com/WA/Kirkland/10310-135th-Cir-NE-98033/home/190410643,https://ssl.cdn-redfin.com/photo/595/islphoto/5A0/genIslnoResize.BF4F36C475A0_1.jpg
1000,999995,98033,Kirkland,WA,10314 135th Cir NE,2,2,https://www.redfin.com/WA/Kirkland/10314-135th-Circle-NE-98033/home/190484788,https://ssl.cdn-redfin.com/photo/595/islphoto/DCA/genIslnoResize.6F72FC396DCA_2.jpg
,499000,98052,Redmond,WA,17750 NE Union Hill Rd,,,https://www.redfin.com/WA/Redmond/17750-NE-Union-Hill-Rd-98052/home/2085128,https://ssl.cdn-redfin.com/photo/1/islphoto/859/genIslnoResize.2304859_1.jpg
,325000,98053,Redmond,WA,57 XX 188th LOT 2 Ave NE,,,https://www.redfin.com/WA/Redmond/57-XX-188th-LOT-2-3-AVE-NE-98053/home/193180850,https://ssl.cdn-redfin.com/photo/1/islphoto/865/genIslnoResize.2302865_0.jpg
,3300000,98033,Redmond,WA,13457 NE 100th Ave,,,https://www.redfin.com/WA/Kirkland/13457-NE-100th-St-98033/home/22603196,https://ssl.cdn-redfin.com/photo/1/islphoto/923/genIslnoResize.2301923_0.jpg
,1250000,98053,Redmond,WA,207 XX NE 122nd St,,,https://www.redfin.com/WA/Redmond/207-XX-NE-122nd-St-98053/home/179419965,https://ssl.cdn-redfin.com/photo/1/islphoto/771/genIslnoResize.2279771_0.jpg
,550000,98053,Redmond,WA,3715 289th Ave NE,,,https://www.redfin.com/WA/Redmond/3715-NE-289th-98053/home/179783914,https://ssl.cdn-redfin.com/photo/1/islphoto/216/genIslnoResize.2273216_2.jpg
,199900,98053,Redmond,WA,120 XX 196th Ave NE,,,https://www.redfin.com/WA/Redmond/120-XX-196th-Ave-NE-98053/home/190518169,https://ssl.cdn-redfin.com/photo/1/islphoto/649/genIslnoResize.2260649_0.jpg
,595000,98053,Redmond,WA,56 XX 196th LOT 2 Ave NE,,,https://www.redfin.com/WA/Redmond/56-XX-196th-LOT-2-AVE-NE-98053/home/193180762,https://ssl.cdn-redfin.com/photo/1/islphoto/687/genIslnoResize.2279687_0.jpg
,695000,98053,Redmond,WA,56 XX 196th LOT 1 Ave NE,,,https://www.redfin.com/WA/Redmond/56-XX-196th-LOT-1-AVE-NE-98053/home/193180308,https://ssl.cdn-redfin.com/photo/1/islphoto/684/genIslnoResize.2279684_0.jpg
,1350000,98053,Redmond,WA,7316 238th Ave NE,,,https://www.redfin.com/WA/Redmond/7316-238th-Ave-NE-98053/home/444900,https://ssl.cdn-redfin.com/photo/1/islphoto/784/genIslnoResize.2279784_0.jpg
,925000,98052,Woodinville,WA,13462 Woodinville Redmond Rd NE,,,https://www.redfin.com/WA/Redmond/13462-Redmond-Woodinville-Rd-NE-98052/home/192110972,https://ssl.cdn-redfin.com/photo/1/islphoto/366/genIslnoResize.2277366_0.jpg
,1200000,98053,Redmond,WA,24011 NE Union Hill Rd,,,https://www.redfin.com/WA/Redmond/24011-NE-Union-Hill-Rd-98053/home/192040612,https://ssl.cdn-redfin.com/photo/1/islphoto/981/genIslnoResize.2276981_0.jpg
,350000,98053,Redmond,WA,0 xxxx Redmond Fall City Rd NE,,,https://www.redfin.com/WA/Redmond/Redmond-Fall-City-Rd-NE-98053/home/171582707,https://ssl.cdn-redfin.com/photo/1/islphoto/307/genIslnoResize.2265307_0.jpg
,1460000,98052,Redmond,WA,1203 X Dave Rd,,,https://www.redfin.com/WA/Redmond/1203-X-Dave-Rd-98052/home/191419165,https://ssl.cdn-redfin.com/photo/1/islphoto/833/genIslnoResize.2257833_0.jpg
,400000,98014,Carnation,WA,67 XX W Snoqualmie Valley Rd NE,,,https://www.redfin.com/WA/Carnation/67-XX-W-Snoqualmie-Valley-Rd-NE-98014/home/175950287,https://ssl.cdn-redfin.com/photo/1/islphoto/185/genIslnoResize.2219185_2.jpg
,300000,98052,Redmond,WA,16113 NE 124th St,,,https://www.redfin.com/WA/Redmond/16113-NE-124-St-98052/home/22511714,https://ssl.cdn-redfin.com/photo/1/islphoto/358/genIslnoResize.2166358_0.jpg
2054,1274990,98056,Renton,WA,4015 Aberdeen Way NE 27,4,4,https://www.redfin.com/WA/Renton/4015-Aberdeen-Way-NE-98056/unit-27/home/193734558,https://ssl.cdn-redfin.com/photo/1/islphoto/598/genIslnoResize.2313598_0.jpg
1000,595000,98056,Renton,WA,2817 NE 4th Ct,3,3,https://www.redfin.com/WA/Renton/2817-NE-4th-Ct-98056/home/243167,https://ssl.cdn-redfin.com/photo/1/islphoto/002/genIslnoResize.2313002_0.jpg
1100,529500,98055,Renton,WA,16004 114th Ave SE,3,3,https://www.redfin.com/WA/Renton/16004-114th-Ave-SE-98055/home/228020,https://ssl.cdn-redfin.com/photo/1/islphoto/347/genIslnoResize.2313347_0.jpg
1920,675000,98055,Renton,WA,2125 Blaine Cir SE,3,3,https://www.redfin.com/WA/Renton/2125-Blaine-Cir-SE-98055/home/229161,https://ssl.cdn-redfin.com/photo/1/islphoto/857/genIslnoResize.2311857_0.jpg
1400,689999,98058,Renton,WA,16537 119th Ave SE,3,3,https://www.redfin.com/WA/Renton/16537-119th-Ave-SE-98058/home/228981,https://ssl.cdn-redfin.com/photo/1/islphoto/305/genIslnoResize.2313305_0.jpg
860,499999,98056,Renton,WA,5021 Ripley Ln N 8,2,2,https://www.redfin.com/WA/Renton/5021-Ripley-Ln-N-98056/unit-8/home/191517061,https://ssl.cdn-redfin.com/photo/1/islphoto/283/genIslnoResize.2308283_0.jpg
1344,154900,98059,Renton,WA,201 Union Ave SE 2,3,3,https://www.redfin.com/WA/Renton/201-Union-Ave-SE-98059/unit-2/home/176002185,https://ssl.cdn-redfin.com/photo/1/islphoto/512/genIslnoResize.2312512_0.jpg
1610,660000,98055,Renton,WA,2041 ABERDEEN Ave SE,4,4,https://www.redfin.com/WA/Renton/2041-Aberdeen-Ave-SE-98055/home/227721,https://ssl.cdn-redfin.com/photo/1/islphoto/013/genIslnoResize.2313013_0.jpg
2112,849900,98031,Kent,WA,11204 SE 192nd Pl 37,3,3,https://www.redfin.com/WA/Kent/11204-SE-192nd-PL-98031/unit-37/home/193679059,https://ssl.cdn-redfin.com/photo/1/islphoto/717/genIslnoResize.2312717_0.jpg
1550,719950,98058,Renton,WA,15501 SE 179th St,3,3,https://www.redfin.com/WA/Renton/15501-SE-179th-St-98058/home/232042,https://ssl.cdn-redfin.com/photo/1/islphoto/237/genIslnoResize.2312237_1.jpg
1870,778000,98058,Renton,WA,16145 167th Ave SE,3,3,https://www.redfin.com/WA/Renton/16145-167th-Ave-SE-98058/home/2092483,https://ssl.cdn-redfin.com/photo/1/islphoto/227/genIslnoResize.2312227_0.jpg
1616,799950,98059,Renton,WA,342 Anacortes Ave NE,3,3,https://www.redfin.com/WA/Renton/342-Anacortes-Ave-NE-98059/home/12304057,https://ssl.cdn-redfin.com/photo/1/islphoto/471/genIslnoResize.2310471_0.jpg
1207,370000,98056,Renton,WA,2607 NE 4th St 228,2,2,https://www.redfin.com/WA/Renton/2607-NE-4th-St-98056/unit-228/home/31552,https://ssl.cdn-redfin.com/photo/1/islphoto/390/genIslnoResize.2309390_0.jpg
2000,767000,98055,Renton,WA,318 S 47th St Unit B,3,3,https://www.redfin.com/WA/Renton/318-S-47th-St-98055/unit-B/home/193655441,https://ssl.cdn-redfin.com/photo/1/islphoto/344/genIslnoResize.2310344_0.jpg
608,250000,98058,Renton,WA,17419 119th Ln SE Unit E23,1,1,https://www.redfin.com/WA/Renton/17419-119th-Ln-SE-98058/unit-E23/home/34955,https://ssl.cdn-redfin.com/photo/1/islphoto/684/genIslnoResize.2311684_0.jpg
2180,850000,98058,Renton,WA,14190 SE 154th Pl,4,4,https://www.redfin.com/WA/Renton/14190-SE-154th-Pl-98058/home/422667,https://ssl.cdn-redfin.com/photo/1/islphoto/110/genIslnoResize.2312110_0.jpg
995,474850,98056,Renton,WA,5021 Ripley Ln N 112,2,2,https://www.redfin.com/WA/Renton/5021-Ripley-Ln-N-98056/unit-112/home/43946,https://ssl.cdn-redfin.com/photo/1/islphoto/528/genIslnoResize.2308528_1.jpg
1790,795000,98059,Renton,WA,13433 SE 141st St,2,2,https://www.redfin.com/WA/Renton/13433-SE-141st-St-98059/home/247103,https://ssl.cdn-redfin.com/photo/1/islphoto/068/genIslnoResize.2311068_0.jpg
1730,539000,98056,Renton,WA,509 Grandey Way NE,3,3,https://www.redfin.com/WA/Renton/509-Grandey-Way-NE-98056/home/242583,https://ssl.cdn-redfin.com/photo/1/islphoto/417/genIslnoResize.2308417_0.jpg
4870,1995000,98056,Renton,WA,2415 Park Pl N,5,5,https://www.redfin.com/WA/Renton/2415-Park-Pl-N-98056/home/408677,https://ssl.cdn-redfin.com/photo/1/islphoto/054/genIslnoResize.2311054_0.jpg
2280,950000,98059,Renton,WA,14130 148th Pl SE,4,4,https://www.redfin.com/WA/Renton/14130-148th-Pl-SE-98059/home/245425,https://ssl.cdn-redfin.com/photo/1/islphoto/307/genIslnoResize.2311307_0.jpg
1360,612875,98058,Renton,WA,12303 SE 164th St,4,4,https://www.redfin.com/WA/Renton/12303-SE-164th-St-98058/home/228868,https://ssl.cdn-redfin.com/photo/1/islphoto/011/genIslnoResize.2310011_2.jpg
2054,1274990,98056,Renton,WA,4015 Aberdeen Way NE,4,4,https://www.redfin.com/WA/Renton/4015-Aberdeen-Way-NE-98056/home/193539761,https://ssl.cdn-redfin.com/photo/595/islphoto/DB1/genIslnoResize.FB0EEE90EDB1_0.jpg
2300,964000,98057,Renton,WA,508 Renton Ave S,3,3,https://www.redfin.com/WA/Renton/508-Renton-Ave-S-98057/home/229575,https://ssl.cdn-redfin.com/photo/1/islphoto/972/genIslnoResize.2309972_0.jpg
4620,2100000,98059,Renton,WA,17629 SE 102nd St,3,3,https://www.redfin.com/WA/Renton/17629-SE-102nd-St-98059/home/419906,https://ssl.cdn-redfin.com/photo/1/islphoto/514/genIslnoResize.2310514_0.jpg
1600,799998,98059,Renton,WA,13826 SE 142nd St,4,4,https://www.redfin.com/WA/Renton/13826-SE-142nd-St-98059/home/246161,https://ssl.cdn-redfin.com/photo/1/islphoto/664/genIslnoResize.2310664_0.jpg
3898,2449950,98056,Newcastle,WA,11380 SE 82nd St,5,5,https://www.redfin.com/WA/Newcastle/11380-SE-82nd-St-98056/home/183989212,https://ssl.cdn-redfin.com/photo/1/islphoto/902/genIslnoResize.2309902_0.jpg
1008,350000,98056,Renton,WA,2501 NE 4th St 432,2,2,https://www.redfin.com/WA/Renton/2501-NE-4th-St-98056/unit-432/home/1165,https://ssl.cdn-redfin.com/photo/1/islphoto/154/genIslnoResize.2310154_0.jpg
915,269000,98055,Renton,WA,1425 S Puget Dr 211,2,2,https://www.redfin.com/WA/Renton/1425-S-Puget-Dr-98055/unit-211/home/193519927,https://ssl.cdn-redfin.com/photo/1/islphoto/089/genIslnoResize.2305089_0.jpg
2150,1050000,98059,Renton,WA,4104 NE 9th Ct,4,4,https://www.redfin.com/WA/Renton/4104-NE-9th-Ct-98059/home/22427227,https://ssl.cdn-redfin.com/photo/1/islphoto/236/genIslnoResize.2310236_0.jpg
1670,775000,98058,Renton,WA,16433 128th Ave SE,3,3,https://www.redfin.com/WA/Renton/16433-128th-Ave-SE-98058/home/227926,https://ssl.cdn-redfin.com/photo/1/islphoto/631/genIslnoResize.2310631_0.jpg
870,349950,98056,Renton,WA,975 Aberdeen Ave NE Unit C306,2,2,https://www.redfin.com/WA/Renton/975-Aberdeen-Ave-NE-98056/unit-C306/home/191513065,https://ssl.cdn-redfin.com/photo/1/islphoto/822/genIslnoResize.2309822_0.jpg
1460,525000,98055,Renton,WA,18951 108th Ln SE,3,3,https://www.redfin.com/WA/Renton/18951-108th-Ln-SE-98055/home/2086115,https://ssl.cdn-redfin.com/photo/1/islphoto/113/genIslnoResize.2304113_0.jpg
1807,675000,98178,Seattle,WA,13163 83rd Ln S,4,4,https://www.redfin.com/WA/Seattle/13163-83rd-Ave-S-98178/home/173311134,https://ssl.cdn-redfin.com/photo/1/islphoto/193/genIslnoResize.2310193_0.jpg
2570,950000,98058,Renton,WA,13839 SE 158th St,4,4,https://www.redfin.com/WA/Renton/13839-SE-158th-St-98058/home/422782,https://ssl.cdn-redfin.com/photo/1/islphoto/747/genIslnoResize.2309747_0.jpg
1850,849999,98059,Renton,WA,17340 SE 149th St,4,4,https://www.redfin.com/WA/Renton/17340-SE-149th-St-98059/home/249113,https://ssl.cdn-redfin.com/photo/1/islphoto/035/genIslnoResize.2310035_6.jpg
1068,425000,98055,Renton,WA,1500 S 18th St Unit H101,2,2,https://www.redfin.com/WA/Renton/1500-S-18th-St-98055/unit-H101/home/36693,https://ssl.cdn-redfin.com/photo/1/islphoto/908/genIslnoResize.2309908_0.jpg
1630,799900,98056,Renton,WA,3821 NE 14th Pl,4,4,https://www.redfin.com/WA/Renton/3821-NE-14th-Pl-98056/home/241771,https://ssl.cdn-redfin.com/photo/1/islphoto/215/genIslnoResize.2309215_0.jpg
2010,799900,98056,Renton,WA,1717 Edmonds Ave NE,2,2,https://www.redfin.com/WA/Renton/1717-Edmonds-Ave-NE-98056/home/410689,https://ssl.cdn-redfin.com/photo/1/islphoto/900/genIslnoResize.2309900_0.jpg
1160,599950,98058,Renton,WA,17025 124th Ave SE,3,3,https://www.redfin.com/WA/Renton/17025-124th-Ave-SE-98058/home/230622,https://ssl.cdn-redfin.com/photo/1/islphoto/670/genIslnoResize.2302670_0.jpg
1151,479950,98056,Renton,WA,821 Sunset Blvd NE Unit E4,2,2,https://www.redfin.com/WA/Renton/821-Sunset-Blvd-NE-98056/unit-E4/home/190501036,https://ssl.cdn-redfin.com/photo/1/islphoto/496/genIslnoResize.2309496_0.jpg
3402,1418995,98058,Renton,WA,13514 178th St SE,4,4,https://www.redfin.com/WA/Renton/13514-SE-178th-St-98058/home/193468580,https://ssl.cdn-redfin.com/photo/1/islphoto/208/genIslnoResize.2309208_0.jpg
1928,521500,98055,Renton,WA,1633 Eagle Ridge Dr S Unit A1,3,3,https://www.redfin.com/WA/Renton/1633-Eagle-Ridge-Dr-S-98055/unit-A1/home/846,https://ssl.cdn-redfin.com/photo/1/islphoto/449/genIslnoResize.2309449_1.jpg
1740,789999,98056,Renton,WA,1168 Monterey Ave NE,3,3,https://www.redfin.com/WA/Renton/1168-Monterey-Ave-NE-98056/home/409898,https://ssl.cdn-redfin.com/photo/1/islphoto/829/genIslnoResize.2305829_1.jpg
1967,599950,98055,Renton,WA,2300 Benson Rd S Unit A4,3,3,https://www.redfin.com/WA/Renton/2300-Benson-Rd-S-98055/unit-A4/home/73876,https://ssl.cdn-redfin.com/photo/1/islphoto/892/genIslnoResize.2307892_0.jpg
2406,974950,98058,Renton,WA,16315 186th Ave SE,3,3,https://www.redfin.com/WA/Renton/16315-186th-Ave-SE-98058/home/390768,https://ssl.cdn-redfin.com/photo/1/islphoto/220/genIslnoResize.2306220_1.jpg
1050,379000,98055,Renton,WA,1800 Grant Ave S Unit C3,2,2,https://www.redfin.com/WA/Renton/1800-Grant-Ave-S-98055/unit-C3/home/72054,https://ssl.cdn-redfin.com/system_files/media/1011015_JPG/genDesktopMapHomeCardUrl/item_8.jpg
1200,559950,98058,Renton,WA,15002 130th Ave SE,2,2,https://www.redfin.com/WA/Renton/15002-130th-Ave-SE-98058/home/423527,https://ssl.cdn-redfin.com/photo/1/islphoto/256/genIslnoResize.2305256_0.jpg
1536,129999,98059,Renton,WA,201 Union Ave SE 128,2,2,https://www.redfin.com/WA/Renton/201-Union-Ave-SE-98059/unit-128/home/193442586,https://ssl.cdn-redfin.com/photo/1/islphoto/891/genIslnoResize.2307891_0.jpg
1870,745000,98055,Renton,WA,1808 Lincoln Cir SE,4,4,https://www.redfin.com/WA/Renton/1808-Lincoln-Cir-SE-98055/home/227514,https://ssl.cdn-redfin.com/photo/1/islphoto/041/genIslnoResize.2308041_0.jpg
1640,899950,98058,Renton,WA,13307 SE 151st St,3,3,https://www.redfin.com/WA/Renton/13307-SE-151st-St-98058/home/423202,https://ssl.cdn-redfin.com/photo/1/islphoto/829/genIslnoResize.2301829_0.jpg
920,545000,98058,Renton,WA,11852 SE 170th Pl,3,3,https://www.redfin.com/WA/Renton/11852-SE-170th-Pl-98058/home/231063,https://ssl.cdn-redfin.com/photo/1/islphoto/235/genIslnoResize.2305235_0.jpg
3220,975000,98058,Renton,WA,18216 169th Ave SE,4,4,https://www.redfin.com/WA/Renton/18216-169th-Ave-SE-98058/home/2080555,https://ssl.cdn-redfin.com/photo/1/islphoto/484/genIslnoResize.2307484_0.jpg
3657,1808995,98059,Renton,WA,16324 SE 133rd Pl,6,6,https://www.redfin.com/WA/Renton/16324-SE-133rd-Pl-98059/home/193309207,https://ssl.cdn-redfin.com/photo/595/islphoto/B78/genIslnoResize.0A9E42B7CB78_1.jpg
1198,402700,98056,Renton,WA,1160 Monroe Ave NE Unit B3,2,2,https://www.redfin.com/WA/Renton/1160-Monroe-Ave-NE-98056/unit-B3/home/68919,https://ssl.cdn-redfin.com/photo/1/islphoto/752/genIslnoResize.2307752_0.jpg
2210,580000,98057,Renton,WA,434 Mill Ave S,2,2,https://www.redfin.com/WA/Renton/434-Mill-Ave-S-98057/home/227650,https://ssl.cdn-redfin.com/photo/1/islphoto/614/genIslnoResize.2307614_0.jpg
766,330000,98056,Renton,WA,975 Aberdeen Ave NE Unit F207,2,2,https://www.redfin.com/WA/Renton/975-Aberdeen-Ave-NE-98056/unit-F207/home/104317269,https://ssl.cdn-redfin.com/photo/1/islphoto/667/genIslnoResize.2306667_0.jpg
1970,859950,98058,Renton,WA,18606 135 Pl SE,4,4,https://www.redfin.com/WA/Renton/18606-135th-Pl-SE-98058/home/389401,https://ssl.cdn-redfin.com/photo/1/islphoto/405/genIslnoResize.2307405_1.jpg
977,465000,98057,Renton,WA,55 Williams Ave S 305,2,2,https://www.redfin.com/WA/Renton/55-Williams-Ave-S-98057/unit-305/home/24926,https://ssl.cdn-redfin.com/photo/1/islphoto/078/genIslnoResize.2306078_0.jpg
2648,1150000,98055,Renton,WA,1008 S 36th Pl,4,4,https://www.redfin.com/WA/Renton/1008-S-36th-Pl-98055/home/12109713,https://ssl.cdn-redfin.com/photo/1/islphoto/171/genIslnoResize.2306171_0.jpg
1080,520000,98056,Renton,WA,1800 NE 40th St Unit D203,2,2,https://www.redfin.com/WA/Renton/1800-NE-40th-St-98056/unit-D203/home/59046,https://ssl.cdn-redfin.com/photo/1/islphoto/888/genIslnoResize.2300888_1.jpg
1495,685000,98059,Renton,WA,658 Chelan Pl NE,3,3,https://www.redfin.com/WA/Renton/658-Chelan-Pl-NE-98059/home/5892,https://ssl.cdn-redfin.com/photo/1/islphoto/818/genIslnoResize.2306818_2.jpg
1520,700000,98059,Renton,WA,308 Chelan Ave NE,2,2,https://www.redfin.com/WA/Renton/308-Chelan-Ave-NE-98059/home/69356318,https://ssl.cdn-redfin.com/photo/1/islphoto/623/genIslnoResize.2306623_0.jpg
940,340000,98057,Renton,WA,801 Rainier Ave N Unit A203,2,2,https://www.redfin.com/WA/Renton/801-Rainier-Ave-N-98057/unit-A203/home/2075827,https://ssl.cdn-redfin.com/photo/1/islphoto/267/genIslnoResize.2306267_1.jpg
2490,750000,98055,Renton,WA,2307 SE 8th Dr,4,4,https://www.redfin.com/WA/Renton/2307-SE-8th-Dr-98055/home/229884,https://ssl.cdn-redfin.com/photo/1/islphoto/507/genIslnoResize.2306507_0.jpg
1107,520000,98056,Renton,WA,4100 Lake Washington Blvd N Unit A202,2,2,https://www.redfin.com/WA/Renton/4100-Lake-Washington-Blvd-N-98056/unit-A202/home/64134,https://ssl.cdn-redfin.com/photo/1/islphoto/716/genIslnoResize.2301716_0.jpg
2090,930000,98059,Renton,WA,4614 NE 7th Pl,4,4,https://www.redfin.com/WA/Renton/4614-NE-7th-Pl-98059/home/244329,https://ssl.cdn-redfin.com/photo/1/islphoto/361/genIslnoResize.2303361_1.jpg
1065,399999,98055,Renton,WA,10824 SE 170th St Unit B103,3,3,https://www.redfin.com/WA/Renton/10824-SE-170th-St-98055/unit-B103/home/46042,https://ssl.cdn-redfin.com/system_files/media/1006117_JPG/genDesktopMapHomeCardUrl/item_25.jpg
1260,887000,98056,Renton,WA,813 N 31st St,2,2,https://www.redfin.com/WA/Renton/813-N-31st-St-98056/home/408269,https://ssl.cdn-redfin.com/photo/1/islphoto/646/genIslnoResize.2290646_0.jpg
3430,1450000,98058,Renton,WA,17338 187th Pl SE,4,4,https://www.redfin.com/WA/Renton/17338-187th-Pl-SE-98058/home/391525,https://ssl.cdn-redfin.com/photo/1/islphoto/295/genIslnoResize.2305295_0.jpg
863,375000,98056,Renton,WA,3800 NE Sunset Blvd Unit E202,2,2,https://www.redfin.com/WA/Renton/3800-NE-Sunset-Blvd-98056/unit-E202/home/36788,https://ssl.cdn-redfin.com/photo/1/islphoto/760/genIslnoResize.2304760_0.jpg
982,349000,98055,Renton,WA,1315 S Puget Dr Unit C31,2,2,https://www.redfin.com/WA/Renton/1315-S-Puget-Dr-98055/unit-C31/home/55614,https://ssl.cdn-redfin.com/photo/1/islphoto/796/genIslnoResize.2304796_0.jpg
1060,425000,98058,Renton,WA,2807 SE 8th Pl 1101,2,2,https://www.redfin.com/WA/Renton/2807-SE-8th-Pl-98058/unit-1101/home/11939,https://ssl.cdn-redfin.com/photo/1/islphoto/039/genIslnoResize.2299039_0.jpg
3259,1754995,98059,Renton,WA,16219 SE 133rd Pl,6,6,https://www.redfin.com/WA/Renton/16219-SE-133rd-Pl-98059/home/193309205,https://ssl.cdn-redfin.com/photo/595/islphoto/72E/genIslnoResize.301A05DA872E_0.jpg
2705,934900,98031,Kent,WA,19209 112th Ave SE 01,5,5,https://www.redfin.com/WA/Kent/19209-112th-Ave-SE-98031/unit-01/home/193283861,https://ssl.cdn-redfin.com/photo/1/islphoto/011/genIslnoResize.2305011_0.jpg
1472,499000,98055,Renton,WA,1100 Eagle Ridge Dr S Unit C,3,3,https://www.redfin.com/WA/Renton/1100-Eagle-Ridge-Dr-S-98055/unit-C/home/12091482,https://ssl.cdn-redfin.com/photo/1/islphoto/536/genIslnoResize.2302536_0.jpg
3350,1080000,98057,Renton,WA,611 Cedar Ave S,7,7,https://www.redfin.com/WA/Renton/611-Cedar-Ave-S-98057/home/228879,https://ssl.cdn-redfin.com/photo/1/islphoto/670/genIslnoResize.2303670_0.jpg
2290,749950,98055,Renton,WA,11254 SE 186th St,5,5,https://www.redfin.com/WA/Renton/11254-SE-186th-St-98055/home/389602,https://ssl.cdn-redfin.com/photo/1/islphoto/818/genIslnoResize.2303818_0.jpg
841,285950,98058,Renton,WA,17509 118th Ave SE Unit C12,2,2,https://www.redfin.com/WA/Renton/17509-118th-Ave-SE-98058/unit-C12/home/17723,https://ssl.cdn-redfin.com/photo/1/islphoto/717/genIslnoResize.2303717_0.jpg
2470,870000,98055,Renton,WA,2805 CEDAR Ave S,5,5,https://www.redfin.com/WA/Renton/2805-Cedar-Ave-S-98055/home/383915,https://ssl.cdn-redfin.com/photo/1/islphoto/884/genIslnoResize.2302884_0.jpg
2060,815000,98057,Renton,WA,909 SW Langston Rd,5,5,https://www.redfin.com/WA/Renton/909-SW-Langston-Rd-98057/home/196765,https://ssl.cdn-redfin.com/photo/1/islphoto/352/genIslnoResize.2303352_0.jpg
2959,850000,98057,Renton,WA,600 NW 3rd Ct,5,5,https://www.redfin.com/WA/Renton/600-NW-3rd-Ct-98057/home/2085119,https://ssl.cdn-redfin.com/photo/1/islphoto/264/genIslnoResize.2302264_0.jpg
1300,398500,98055,Renton,WA,1633 Eagle Ridge Dr S Unit A5,2,2,https://www.redfin.com/WA/Renton/1633-Eagle-Ridge-Dr-S-98055/unit-A5/home/43481,https://ssl.cdn-redfin.com/photo/1/islphoto/722/genIslnoResize.2302722_0.jpg
